"","position","point_rate","steal_rate","block_rate","rebound_rate","foul_rate","race","matching_refs","time","team","opponent","majority_match"
"3993","G",5,0,0,3.33333333333333,1.66666666666667,"Black",2,24,"LAS","WAS",1
"3994","G",18.8014101057579,2.35017626321974,2.35017626321974,0,0,"Black",2,17.02,"LAS","WAS",1
"3995","F-C",10.126582278481,0,0,13.0198915009042,8.67992766726944,"Black",2,27.65,"LAS","WAS",1
"3996","G",18.6654223051797,0,1.86654223051797,5.5996266915539,1.86654223051797,"Black",2,21.43,"LAS","WAS",1
"3997","G",15.4142581888247,1.54142581888247,0,4.6242774566474,0,"White",0,25.95,"CHI","SEA",0
"3998","G",15.48137397194,1.9351717464925,0,7.74068698597,0,"Black",3,20.67,"CHI","SEA",1
"3999","F-C",23.7977193852256,0,0,9.91571641051066,3.96628656420426,"Black",3,20.17,"CHI","SEA",1
"4000","G",0,0,0,0,0,"White",0,10.12,"CHI","SEA",0
"4001","F",20.3775846568774,0,0,4.79472580161822,3.59604435121367,"Black",3,33.37,"CHI","SEA",1
"4002","F",13.75,0,0,5,2.5,"White",0,32,"CHI","SEA",0
"4003","G",37.483266398929,1.33868808567604,1.33868808567604,4.01606425702811,2.67737617135207,"White",0,29.88,"CHI","SEA",0
"4004","C",20.1221703197988,2.87459575997125,0,10.0610851598994,2.87459575997125,"Black",3,27.83,"CHI","SEA",1
"4005","F",25.6136606189968,0,0,4.26894343649947,0,"White",0,9.37,"SEA","CHI",0
"4006","G",8.55614973262032,0,0,0,4.27807486631016,"Black",3,9.35,"SEA","CHI",1
"4007","G",23.5063663075416,0,1.30590923930787,5.22363695723147,1.30590923930787,"Black",3,30.63,"SEA","CHI",1
"4008","F",28.9603243556328,1.15841297422531,0,10.4257167680278,2.31682594845062,"Black",3,34.53,"SEA","CHI",1
"4009","G",7.25952813067151,0,0,0,14.519056261343,"Black",3,11.02,"SEA","CHI",1
"4010","C",32.0394331484904,0,0,7.39371534195933,2.46457178065311,"White",0,16.23,"SEA","CHI",0
"4011","G",13.8073869520193,4.1422160856058,0,0,4.1422160856058,"White",0,28.97,"SEA","CHI",0
"4012","F",27.4330502939255,3.91900718484651,0,5.22534291312867,2.61267145656434,"Black",3,30.62,"SEA","CHI",1
"4013","C",19.1649555099247,0,1.36892539356605,9.58247775496235,4.10677618069815,"Black",3,29.22,"SEA","CHI",1
"4014","G",14.4360902255639,0,0,1.20300751879699,1.20300751879699,"Black",1,33.25,"IND","DAL",0
"4015","G",10.7962213225371,2.69905533063428,0,16.1943319838057,2.69905533063428,"Black",1,14.82,"IND","DAL",0
"4016","C",22.4859462835728,2.49843847595253,1.24921923797626,9.99375390381012,3.74765771392879,"Black",1,32.02,"IND","DAL",0
"4017","G",16.5289256198347,0,0,0,0,"White",2,9.68,"IND","DAL",1
"4018","G",14.4196106705119,2.88392213410238,0,2.88392213410238,5.76784426820476,"White",2,13.87,"IND","DAL",1
"4019","C",0,0,0,0,10.0376411543287,"Black",1,7.97,"IND","DAL",0
"4020","F",27.0055599682288,0,0,9.53137410643368,3.17712470214456,"Black",1,25.18,"IND","DAL",0
"4021","F",8.22803408756979,0,0,7.05260064648839,5.87716720540699,"White",2,34.03,"IND","DAL",1
"4022","G",14.4,0,1.6,9.6,3.2,"Black",1,25,"IND","DAL",0
"4023","C",10.7302533532042,2.38450074515648,1.19225037257824,8.34575260804769,3.57675111773472,"Black",1,33.55,"DAL","IND",0
"4024","F",17.4291938997821,3.26797385620915,3.26797385620915,8.71459694989107,5.44662309368192,"Black",1,36.72,"DAL","IND",0
"4025","G",29.1514836022905,2.08224882873503,0,4.16449765747007,1.04112441436752,"Black",1,38.42,"DAL","IND",0
"4026","F",12.5560538116592,0,0,7.17488789237668,10.762331838565,"Black",1,22.3,"DAL","IND",0
"4027","G",8.48806366047745,4.24403183023873,0,6.36604774535809,0,"Black",1,18.85,"DAL","IND",0
"4028","G",11.5644073241246,0,0,3.85480244137488,2.56986829424992,"Black",1,31.13,"DAL","IND",0
"4029","F",0,0,0,11.3154172560113,5.65770862800566,"Black",1,7.07,"DAL","IND",0
"4030","G",0,0,0,6.68896321070234,0,"Black",1,5.98,"DAL","IND",0
"4031","F",26.9814502529511,0,0,6.74536256323777,0,"White",2,5.93,"DAL","IND",1
"4032","G",9.4228504122497,0,2.35571260306243,9.4228504122497,2.35571260306243,"Black",1,16.98,"LAS","SEA",0
"4033","F",11.1731843575419,0,0,5.58659217877095,2.79329608938547,"White",2,14.32,"LAS","SEA",1
"4034","C",15.1443445338381,1.89304306672977,5.6791292001893,7.57217226691907,9.46521533364884,"Black",1,21.13,"LAS","SEA",0
"4035","G",7.10059171597633,0,0,2.36686390532544,0,"Black",1,16.9,"LAS","SEA",0
"4036","G",20.6353516155308,2.17214227531903,0,10.8607113765952,1.08607113765952,"Black",1,36.83,"LAS","SEA",0
"4037","F",7.7120822622108,0,0,3.8560411311054,2.5706940874036,"White",2,31.12,"LAS","SEA",1
"4038","F",15.9593761334784,0,1.45085237577077,2.90170475154153,7.25426187885383,"Black",1,27.57,"LAS","SEA",0
"4039","G",21.6339311130088,2.27725590663251,0,4.55451181326502,3.41588385994876,"Black",1,35.13,"LAS","SEA",0
"4040","C",4.79616306954436,0,0,14.3884892086331,2.39808153477218,"Black",1,16.68,"SEA","LAS",0
"4041","C",34.3053173241852,0,1.71526586620926,15.4373927958834,8.57632933104631,"White",2,23.32,"SEA","LAS",1
"4042","G",22.9885057471264,3.83141762452107,1.27713920817369,2.55427841634738,3.83141762452107,"Black",1,31.32,"SEA","LAS",0
"4043","G",8.02407221664995,0,0,8.02407221664995,8.02407221664995,"Black",1,9.97,"SEA","LAS",0
"4044","F",22.9508196721311,1.09289617486339,2.18579234972678,4.37158469945355,1.09289617486339,"Black",1,36.6,"SEA","LAS",0
"4045","G",12.2448979591837,4.08163265306122,0,0,0,"Black",1,19.6,"SEA","LAS",0
"4046","G",17.8817056396149,1.37551581843191,0,4.12654745529574,0,"White",2,29.08,"SEA","LAS",1
"4047","F",4.70035252643948,0,0,7.05052878965923,0,"White",2,17.02,"SEA","LAS",1
"4048","F",0,0,0,9.75609756097561,9.75609756097561,"White",2,16.4,"SEA","LAS",1
"4049","F",13.745704467354,2.1147237642083,0,5.28680941052075,0,"Black",1,37.83,"DAL","NYL",0
"4050","G",13.2560066280033,0,0,9.94200497100248,0,"Black",1,12.07,"DAL","NYL",0
"4051","F",15.1603498542274,1.16618075801749,1.16618075801749,12.8279883381924,4.66472303206997,"Black",1,34.3,"DAL","NYL",0
"4052","G",29.7134771842943,1.4149274849664,0,11.3194198797312,2.82985496993279,"White",2,28.27,"DAL","NYL",1
"4053","G",14.8063781321185,1.13895216400911,0,1.13895216400911,0,"Black",1,35.12,"DAL","NYL",0
"4054","G",0,0,3.90243902439024,7.80487804878049,7.80487804878049,"Black",1,10.25,"DAL","NYL",0
"4055","C",0,2.96296296296296,2.96296296296296,8.88888888888889,0,"White",2,13.5,"DAL","NYL",1
"4056","F",22.9378032642258,0,0,5.29333921482135,8.82223202470225,"Black",1,22.67,"DAL","NYL",0
"4057","F",8,0,0,20,4,"Black",1,10,"NYL","DAL",0
"4058","F",13.7535816618911,2.29226361031519,0,9.16905444126075,6.87679083094556,"Black",1,17.45,"NYL","DAL",0
"4059","G",19.8511166253102,0,2.20567962503446,8.82271850013785,2.20567962503446,"White",2,36.27,"NYL","DAL",1
"4060","F",22.1768310475635,0,0,4.66880653632915,0,"Black",1,34.27,"NYL","DAL",0
"4061","G",19.8757763975155,0,0,3.31262939958592,4.96894409937888,"White",2,24.15,"NYL","DAL",1
"4062","F",3.56294536817102,0,0,3.56294536817102,2.37529691211401,"White",2,33.68,"NYL","DAL",1
"4063","G",0,0,0,8.71459694989107,4.35729847494553,"Black",1,9.18,"NYL","DAL",0
"4064","C",21.3333333333333,1.33333333333333,0,14.6666666666667,4,"Black",1,30,"NYL","DAL",0
"4065","C",16.4383561643836,1.36986301369863,1.36986301369863,19.1780821917808,4.10958904109589,"Black",1,29.2,"NYL","LVA",0
"4066","F",27.3972602739726,3.57355568790947,3.57355568790947,7.14711137581894,0,"Black",1,33.58,"NYL","LVA",0
"4067","F",14.8975791433892,0,0,13.0353817504655,1.86219739292365,"Black",1,21.48,"NYL","LVA",0
"4068","G",0,4.20168067226891,0,4.20168067226891,0,"White",1,9.52,"NYL","LVA",0
"4069","F",16.403785488959,1.26182965299685,0,11.3564668769716,1.26182965299685,"Black",1,31.7,"NYL","LVA",0
"4070","G",13.1882624464227,0,0,5.27530497856907,0,"White",1,30.33,"NYL","LVA",0
"4071","G",38.8471177944862,1.2531328320802,0,6.265664160401,1.2531328320802,"White",1,31.92,"NYL","LVA",0
"4072","F",6.00600600600601,2.002002002002,0,10.01001001001,0,"Black",1,19.98,"LVA","NYL",0
"4073","C",0,0,0,4.58452722063037,4.58452722063037,"Black",1,17.45,"LVA","NYL",0
"4074","F",21.1360634081902,1.32100396301189,0,0,2.64200792602378,"Black",1,30.28,"LVA","NYL",0
"4075","G",0,0,0,0,4.67836257309941,"Black",1,8.55,"LVA","NYL",0
"4076","G",17.1821305841924,0,1.1454753722795,3.43642611683849,0,"Black",1,34.92,"LVA","NYL",0
"4077","G",16.271186440678,0,0,4.06779661016949,4.06779661016949,"White",1,29.5,"LVA","NYL",0
"4078","C",11.1888111888112,5.59440559440559,0,16.7832167832168,0,"Black",1,7.15,"LVA","NYL",0
"4079","G",9.58083832335329,0,0,0,0,"Black",1,16.7,"LVA","NYL",0
"4080","C-F",0,12,0,4,0,"White",1,10,"LVA","NYL",0
"4081","F",14.1565080613449,1.57294534014943,4.71883602044829,11.010617381046,1.57294534014943,"Black",1,25.43,"LVA","NYL",0
"4082","C",6.62251655629139,1.32450331125828,0,7.94701986754967,3.97350993377483,"White",1,30.2,"WAS","SEA",0
"4083","G-F",15.6402737047898,0,3.91006842619746,7.82013685239492,7.82013685239492,"Black",2,10.23,"WAS","SEA",1
"4084","F",17.4672489082969,2.68726906281491,0,2.68726906281491,1.34363453140746,"White",1,29.77,"WAS","SEA",0
"4085","F",8.76712328767123,0,0,4.38356164383562,0,"Black",2,18.25,"WAS","SEA",1
"4086","F",25.8064516129032,0,0,6.45161290322581,6.45161290322581,"White",1,6.2,"WAS","SEA",0
"4087","G",7.29394602479942,0,0,2.91757840991977,7.29394602479942,"White",1,27.42,"WAS","SEA",0
"4088","G",22.781205505458,5.6953013763645,1.8984337921215,0,3.796867584243,"Black",2,21.07,"WAS","SEA",1
"4089","G",24.6113989637306,2.59067357512953,0,3.8860103626943,5.18134715025907,"Black",2,30.88,"WAS","SEA",1
"4090","F",14.6938775510204,1.63265306122449,3.26530612244898,17.9591836734694,8.16326530612245,"Black",2,24.5,"WAS","SEA",1
"4091","C",10.6844741235392,2.67111853088481,0,6.67779632721202,6.67779632721202,"Black",2,29.95,"SEA","WAS",1
"4092","G",22.038567493113,1.2243648607285,0,6.12182430364248,4.89745944291399,"Black",2,32.67,"SEA","WAS",1
"4093","F",16.2381596752368,1.08254397834912,2.16508795669824,15.1556156968877,3.24763193504736,"White",1,36.95,"SEA","WAS",0
"4094","G",25.9319286871961,1.08049702863317,0,4.32198811453268,3.24149108589951,"Black",2,37.02,"SEA","WAS",1
"4095","F",12.1212121212121,3.46320346320346,0,5.19480519480519,6.92640692640693,"Black",2,23.1,"SEA","WAS",1
"4096","G",17.7462289263532,7.09849157054126,0,3.54924578527063,0,"White",1,11.27,"SEA","WAS",0
"4097","F",13.4408602150538,2.68817204301075,0,18.8172043010753,8.06451612903226,"Black",2,14.88,"SEA","WAS",1
"4098","F-C",6.88468158347677,0,0,13.7693631669535,3.44234079173838,"Black",2,11.62,"SEA","WAS",1
"4099","F",12.8081972462376,6.4040986231188,1.28081972462376,6.4040986231188,5.12327889849504,"Black",1,31.23,"DAL","LVA",0
"4100","G",0,0,0,0,0,"Black",1,8.68,"DAL","LVA",0
"4101","F",10.1651842439644,5.08259212198221,0,0,0,"White",2,7.87,"DAL","LVA",1
"4102","G",21.8011938749027,4.15260835712432,0,0,4.15260835712432,"Black",1,38.53,"DAL","LVA",0
"4103","C",15.7303370786517,0,1.12359550561798,13.4831460674157,4.49438202247191,"Black",1,35.6,"DAL","LVA",0
"4104","G",16.6320166320166,3.56400356400356,0,5.94000594000594,0,"Black",1,33.67,"DAL","LVA",0
"4105","F",17.3441734417344,0,2.1680216802168,11.9241192411924,3.2520325203252,"Black",1,36.9,"DAL","LVA",0
"4106","F",18.4899845916795,2.4653312788906,0,2.4653312788906,0,"Black",1,32.45,"LVA","DAL",0
"4107","F",21.301775147929,1.18343195266272,2.36686390532544,5.91715976331361,2.36686390532544,"Black",1,33.8,"LVA","DAL",0
"4108","G",23.6087689713322,0,0,4.49690837549185,2.24845418774592,"White",2,35.58,"LVA","DAL",1
"4109","F",0,0,0,0,2.47218788627936,"Black",1,16.18,"LVA","DAL",0
"4110","C",15.9489633173844,0,1.59489633173844,9.56937799043062,1.59489633173844,"Black",1,25.08,"LVA","DAL",0
"4111","G",15.6512017887088,2.23588596981554,0,2.23588596981554,5.58971492453885,"Black",1,35.78,"LVA","DAL",0
"4112","C",0,3.79506641366224,1.89753320683112,11.3851992409867,5.69259962049336,"Black",1,21.08,"LVA","DAL",0
"4113","F",4.62160600808781,5.77700751010976,3.46620450606586,8.08781051415367,2.31080300404391,"Black",3,34.62,"PHO","DAL",1
"4114","G",14.4832126398947,1.31665569453588,0,3.94996708360764,3.94996708360764,"Black",3,30.38,"PHO","DAL",1
"4115","G",10.4031209362809,0,0,1.73385348938015,0,"Black",3,23.07,"PHO","DAL",1
"4116","G",7.77705767984446,0,0,7.77705767984446,5.18470511989631,"Black",3,15.43,"PHO","DAL",1
"4117","F",13.5325627290668,0,1.12771356075557,3.3831406822667,4.51085424302227,"Black",3,35.47,"PHO","DAL",1
"4118","C",27.7970813064628,1.38985406532314,2.77970813064628,6.94927032661571,2.77970813064628,"Black",3,28.78,"PHO","DAL",1
"4119","G",9.04977375565611,0,0,4.52488687782805,4.52488687782805,"White",0,26.52,"PHO","DAL",0
"4120","F",6.83760683760684,3.41880341880342,0,6.83760683760684,3.41880341880342,"White",0,11.7,"DAL","PHO",0
"4121","G",6.9364161849711,0,0,0,0,"Black",3,17.3,"DAL","PHO",1
"4122","F",19.8730333977367,0,0,13.2486889318245,0,"Black",3,36.23,"DAL","PHO",1
"4123","G",0,1.77777777777778,0,5.33333333333333,3.55555555555556,"Black",3,22.5,"DAL","PHO",1
"4124","C",13.745704467354,1.71821305841924,0,5.15463917525773,6.87285223367698,"Black",3,23.28,"DAL","PHO",1
"4125","C",0,2.81293952180028,2.81293952180028,5.62587904360056,11.2517580872011,"Black",3,14.22,"DAL","PHO",1
"4126","G",25.7847533632287,4.48430493273543,0,2.24215246636771,0,"Black",3,35.68,"DAL","PHO",1
"4127","F",15.0234741784038,0,3.75586854460094,11.2676056338028,7.51173708920188,"Black",3,10.65,"DAL","PHO",1
"4128","F",26.7605633802817,0,1.40845070422535,14.0845070422535,7.04225352112676,"Black",3,28.4,"DAL","PHO",1
"4129","G",5.59440559440559,0,0,2.7972027972028,2.7972027972028,"Black",2,14.3,"PHO","LAS",1
"4130","C",24.0160106737825,1.33422281521014,1.33422281521014,14.6764509673115,1.33422281521014,"Black",2,29.98,"PHO","LAS",1
"4131","F",6.33161851998417,4.74871388998813,3.16580925999209,9.49742777997626,4.74871388998813,"White",1,25.27,"PHO","LAS",0
"4132","G",26.7737617135207,1.33868808567604,0,5.35475234270415,5.35475234270415,"White",1,29.88,"PHO","LAS",0
"4133","F",31.3213703099511,1.30505709624796,0,6.5252854812398,3.91517128874388,"Black",2,30.65,"PHO","LAS",1
"4134","G",14.3176733780761,1.78970917225951,1.78970917225951,3.57941834451902,1.78970917225951,"White",1,22.35,"PHO","LAS",0
"4135","F",9.63855421686747,0,4.81927710843373,33.7349397590361,4.81927710843373,"Black",2,8.3,"PHO","LAS",1
"4136","G",17.1358629130967,2.44798041615667,0,2.44798041615667,3.67197062423501,"Black",2,32.68,"PHO","LAS",1
"4137","F",19.1649555099247,1.36892539356605,0,8.2135523613963,4.10677618069815,"Black",2,29.22,"LAS","PHO",1
"4138","G",14.8148148148148,3.7037037037037,0,1.23456790123457,4.93827160493827,"Black",2,32.4,"LAS","PHO",1
"4139","C",6.50406504065041,0,3.2520325203252,9.75609756097561,3.2520325203252,"Other",0,12.3,"LAS","PHO",0
"4140","G-F",14.8423005565863,3.71057513914657,3.71057513914657,7.42115027829314,11.1317254174397,"Black",2,10.78,"LAS","PHO",1
"4141","G",12.2241086587436,4.07470288624788,1.35823429541596,0,1.35823429541596,"White",1,29.45,"LAS","PHO",0
"4142","F",4.644412191582,0,2.322206095791,2.322206095791,2.322206095791,"White",1,34.45,"LAS","PHO",0
"4143","G",8.82515168229454,0,0,2.20628792057363,8.82515168229454,"Black",2,18.13,"LAS","PHO",1
"4144","C",36.4436066603833,1.25667609173735,0,8.79673264216148,3.77002827521206,"Black",2,31.83,"LAS","PHO",1
"4145","F",28.8600288600289,1.44300144300144,0,15.8730158730159,5.77200577200577,"Black",2,27.72,"LAS","LVA",1
"4146","F",7.13436385255648,2.37812128418549,0,4.75624256837099,2.37812128418549,"Black",2,16.82,"LAS","LVA",1
"4147","F",9.6,1.6,1.6,8,3.2,"Black",2,25,"LAS","LVA",1
"4148","C",28.3140283140283,0,2.57400257400257,15.4440154440154,0,"Black",2,31.08,"LAS","LVA",1
"4149","G",21.0526315789474,3.00751879699248,0,3.00751879699248,3.00751879699248,"Black",2,13.3,"LAS","LVA",1
"4150","G",9.11458333333333,2.60416666666667,0,3.90625,0,"White",1,30.72,"LAS","LVA",0
"4151","G",13.8109624514458,0,0,1.72637030643073,1.72637030643073,"Black",2,23.17,"LAS","LVA",1
"4152","G-F",14.5985401459854,7.2992700729927,0,7.2992700729927,0,"Black",2,5.48,"LAS","LVA",1
"4153","G",4.49775112443778,2.99850074962519,0,0,5.99700149925038,"Black",2,26.68,"LAS","LVA",1
"4154","C-F",12.1580547112462,0,0,6.0790273556231,12.1580547112462,"White",1,6.58,"LVA","LAS",0
"4155","G",18.9237137788291,1.18273211117682,0,2.36546422235364,1.18273211117682,"Black",2,33.82,"LVA","LAS",1
"4156","F",18.6853520186854,2.66933600266934,0,4.004004004004,4.004004004004,"Black",2,29.97,"LVA","LAS",1
"4157","C",11.3039967702866,1.61485668146952,4.84457004440856,4.84457004440856,4.84457004440856,"Black",2,24.77,"LVA","LAS",1
"4158","G",10.8254397834912,2.7063599458728,0,0,0,"Black",2,14.78,"LVA","LAS",1
"4159","F",32.3310701584222,0,2.58648561267378,15.5189136760427,2.58648561267378,"Black",2,30.93,"LVA","LAS",1
"4160","F",14.3820224719101,3.59550561797753,0,14.3820224719101,0,"Black",2,22.25,"LVA","LAS",1
"4161","G",24.7787610619469,5.89970501474926,0,5.89970501474926,3.53982300884956,"White",1,33.9,"LVA","LAS",0
"4162","G",8.58369098712446,0,0,0,17.1673819742489,"Black",1,9.32,"LAS","WAS",0
"4163","F",16.0911833724439,0,0,6.70465973851827,5.36372779081462,"Black",1,29.83,"LAS","WAS",0
"4164","F",22.719679251587,4.00935516204477,0,10.6916137654527,2.67290344136318,"White",2,29.93,"LAS","WAS",1
"4165","G",19.1118605958404,1.12422709387296,0,3.37268128161889,3.37268128161889,"Black",1,35.58,"LAS","WAS",0
"4166","G",12.5984251968504,0,0,0,6.2992125984252,"Black",1,6.35,"LAS","WAS",0
"4167","G",11.9914346895075,0,0,1.71306209850107,6.85224839400428,"White",2,23.35,"LAS","WAS",1
"4168","C",11.4122681883024,0,0,8.55920114122682,2.85306704707561,"Other",0,14.02,"LAS","WAS",0
"4169","C",17.3441734417344,1.0840108401084,0,11.9241192411924,3.2520325203252,"Black",1,36.9,"LAS","WAS",0
"4170","G-F",8.17438692098093,0,2.72479564032698,2.72479564032698,0,"Black",1,14.68,"LAS","WAS",0
"4171","F",0,0,0,0,0,"Black",1,10.92,"WAS","LAS",0
"4172","G",9.79791794243723,2.44947948560931,0,0,4.89895897121862,"White",2,16.33,"WAS","LAS",1
"4173","C",14.9532710280374,0,0,11.9626168224299,5.98130841121495,"White",2,26.75,"WAS","LAS",1
"4174","F",26.9133725820017,0,0,11.7746005046257,1.68208578637511,"Black",1,23.78,"WAS","LAS",0
"4175","G",21.2014134275618,1.41342756183746,0,5.65371024734982,1.41342756183746,"White",2,28.3,"WAS","LAS",1
"4176","G",24.0282685512367,2.82685512367491,1.41342756183746,2.82685512367491,1.41342756183746,"Black",1,28.3,"WAS","LAS",0
"4177","G",15.4689010634869,1.28907508862391,0,2.57815017724782,2.57815017724782,"Black",1,31.03,"WAS","LAS",0
"4178","F",6.00150037509377,0,0,12.0030007501875,6.00150037509377,"White",2,13.33,"WAS","LAS",1
"4179","F",11.2941176470588,0,1.88235294117647,9.41176470588235,5.64705882352941,"Black",1,21.25,"WAS","LAS",0
"4180","G",0,0,3.62647325475975,7.25294650951949,0,"Other",0,11.03,"WAS","PHO",0
"4181","G",18.3875530410184,1.41442715700141,1.41442715700141,5.65770862800566,2.82885431400283,"Black",2,28.28,"WAS","PHO",1
"4182","F",22.9062276306371,0,0,8.58983536148891,2.86327845382963,"Black",2,13.97,"WAS","PHO",1
"4183","C-F",30.3490136570561,0,0,18.2094081942337,3.03490136570561,"Black",2,13.18,"WAS","PHO",1
"4184","C",24.9512670565302,1.55945419103314,1.55945419103314,15.5945419103314,1.55945419103314,"Black",2,25.65,"WAS","PHO",1
"4185","F",10.8653473030656,3.10438494373302,0,4.65657741559953,4.65657741559953,"White",1,25.77,"WAS","PHO",0
"4186","G",16.1046804227479,2.01308505284348,2.01308505284348,4.02617010568697,2.01308505284348,"Black",2,19.87,"WAS","PHO",1
"4187","F",18.5029436501262,3.36417157275021,0,10.0925147182506,3.36417157275021,"Black",2,23.78,"WAS","PHO",1
"4188","G-F",19.7044334975369,0,0,0,0,"Black",2,8.12,"WAS","PHO",1
"4189","G",8.2844321712116,0,0,0,4.1422160856058,"Black",2,28.97,"WAS","PHO",1
"4190","G",0,5.249343832021,0,10.498687664042,5.249343832021,"Black",2,7.62,"PHO","WAS",1
"4191","C",0,0,0,6.42054574638844,12.8410914927769,"White",1,6.23,"PHO","WAS",0
"4192","G",0,2.28310502283105,0,4.5662100456621,0,"Black",2,17.52,"PHO","WAS",1
"4193","G",14.9812734082397,4.08580183861083,4.08580183861083,4.08580183861083,1.36193394620361,"Black",2,29.37,"PHO","WAS",1
"4194","G",12.3372172721042,1.37080191912269,1.37080191912269,8.22481151473612,2.74160383824537,"White",1,29.18,"PHO","WAS",0
"4195","C",26.1888352860096,1.37835975189524,0,5.51343900758098,4.13507925568573,"Black",2,29.02,"PHO","WAS",1
"4196","F",24.4541484716157,0,1.16448326055313,9.31586608442504,3.49344978165939,"Black",2,34.35,"PHO","WAS",1
"4197","F-C",14.792899408284,0,0,8.87573964497041,8.87573964497041,"Black",2,13.52,"PHO","WAS",1
"4198","F",0,0,1.28081972462376,6.4040986231188,2.56163944924752,"Black",2,31.23,"PHO","WAS",1
"4199","G",10.5124835742444,1.7520805957074,0,3.50416119141481,5.25624178712221,"White",1,22.83,"IND","SEA",0
"4200","G",15.7746478873239,0,0,2.25352112676056,1.12676056338028,"Black",2,35.5,"IND","SEA",1
"4201","G",0,0,0,16.3265306122449,10.8843537414966,"White",1,7.35,"IND","SEA",0
"4202","F",28.1195079086116,0,0,7.0298769771529,2.34329232571763,"White",1,17.07,"IND","SEA",0
"4203","C",15.1202749140893,0,0,16.4948453608247,5.49828178694158,"Black",2,29.1,"IND","SEA",1
"4204","F",27.8366111951589,1.21028744326778,2.42057488653555,12.1028744326778,2.42057488653555,"Black",2,33.05,"IND","SEA",1
"4205","F",5.88235294117647,0,2.94117647058824,2.94117647058824,2.94117647058824,"White",1,13.6,"IND","SEA",0
"4206","G",20.0350613573754,0,1.00175306786877,3.00525920360631,2.00350613573754,"White",1,39.93,"IND","SEA",0
"4207","G",23.2033515952304,0,2.57815017724782,2.57815017724782,1.28907508862391,"Black",2,31.03,"SEA","IND",1
"4208","C",21.7627856365615,4.3525571273123,5.80340950308306,11.6068190061661,7.25426187885383,"White",1,27.57,"SEA","IND",0
"4209","F",28.9505428226779,4.82509047044632,0,4.82509047044632,2.41254523522316,"Black",2,16.58,"SEA","IND",1
"4210","C",14.336917562724,0,0,10.2406554019457,6.14439324116743,"Black",2,19.53,"SEA","IND",1
"4211","F",24.6109301483894,2.89540354686935,1.44770177343467,8.68621064060804,2.89540354686935,"Black",2,27.63,"SEA","IND",1
"4212","G",32.6167531504818,0,0,1.48257968865827,0,"Black",2,26.98,"SEA","IND",1
"4213","F-C",0,0,0,0,0,"Black",2,5.27,"SEA","IND",1
"4214","G",8.56989823245849,4.28494911622924,0,6.42742367434387,12.8548473486877,"White",1,18.67,"SEA","IND",0
"4215","F",10.0603621730382,0,0,10.0603621730382,2.01207243460765,"Black",2,19.88,"SEA","IND",1
"4216","F",18.4438040345821,0,0,9.22190201729107,6.9164265129683,"Black",2,17.35,"WAS","IND",1
"4217","F",36.2139917695473,1.64609053497942,0,4.93827160493827,3.29218106995885,"White",1,24.3,"WAS","IND",0
"4218","G",22.667170381564,4.53343407631281,0,4.53343407631281,1.51114469210427,"Black",2,26.47,"WAS","IND",1
"4219","G",28.9435600578871,0,0,2.89435600578871,0,"Black",2,13.82,"WAS","IND",1
"4220","G",5.61272217025257,7.48362956033676,0,1.87090739008419,3.74181478016838,"Other",0,21.38,"WAS","IND",0
"4221","F",13.1416837782341,1.64271047227926,1.64271047227926,4.92813141683778,3.28542094455852,"Black",2,24.35,"WAS","IND",1
"4222","G",21.8579234972678,0,4.37158469945355,0,0,"Black",2,9.15,"WAS","IND",1
"4223","G",14.6319158664838,9.14494741655236,0,1.82898948331047,3.65797896662094,"Black",2,21.87,"WAS","IND",1
"4224","C-F",12.4378109452736,0,0,2.48756218905473,4.97512437810945,"Black",2,16.08,"WAS","IND",1
"4225","C",19.7752808988764,0,1.79775280898876,10.7865168539326,3.59550561797753,"Black",2,22.25,"WAS","IND",1
"4226","G",21.0772833723653,0,0,4.68384074941452,4.68384074941452,"Black",2,17.08,"IND","WAS",1
"4227","F",14.1843971631206,0,1.57604412923562,6.30417651694247,4.72813238770686,"Black",2,25.38,"IND","WAS",1
"4228","G",6.55737704918033,1.63934426229508,0,3.27868852459016,0,"Black",2,24.4,"IND","WAS",1
"4229","F",16.0642570281124,0,2.00803212851406,8.03212851405622,8.03212851405622,"White",1,19.92,"IND","WAS",0
"4230","C",22.9320229320229,3.27600327600328,0,4.91400491400491,6.55200655200655,"Black",2,24.42,"IND","WAS",1
"4231","G",18.6046511627907,0,0,6.2015503875969,0,"Black",2,12.9,"IND","WAS",1
"4232","F",28.0483054148812,1.55823918971562,0,0,3.11647837943124,"Black",2,25.67,"IND","WAS",1
"4233","G",13.4886572654813,1.22624156958921,0,2.45248313917842,4.90496627835684,"White",1,32.62,"IND","WAS",0
"4234","C",6.1633281972265,0,3.08166409861325,12.326656394453,12.326656394453,"Black",2,12.98,"IND","WAS",1
"4235","F",15.8273381294964,0,1.43884892086331,11.5107913669065,0,"Black",0,27.8,"CHI","SEA",0
"4236","F-C",15.9203980099502,1.99004975124378,1.99004975124378,5.97014925373134,0,"Black",0,20.1,"CHI","SEA",0
"4237","G",22.5846925972396,1.25470514429109,0,5.01882057716437,5.01882057716437,"White",3,31.88,"CHI","SEA",1
"4238","F",18.8679245283019,1.17924528301887,0,11.7924528301887,3.5377358490566,"White",3,33.92,"CHI","SEA",1
"4239","G",11.8343195266272,1.9723865877712,0,1.9723865877712,7.88954635108481,"Black",0,20.28,"CHI","SEA",0
